,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
1794,KBWY,Invesco KBW Premium Yield Equity REIT ETF,G,N,N,100.0,Y,N
1795,KCAPL,Portman Ridge Finance Corporation - 6.125% Notes due 2022,Q,N,N,100.0,N,N
1796,KE,"Kimball Electronics, Inc. - Common Stock",Q,N,N,100.0,N,N
1797,KELYA,"Kelly Services, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1798,KELYB,"Kelly Services, Inc. - Class B Common Stock",Q,N,N,100.0,N,N
1799,KEQU,Kewaunee Scientific Corporation - Common Stock,G,N,N,100.0,N,N
1800,KERN,Akerna Corp. - Common Stock,S,N,N,100.0,N,N
1801,KERNW,Akerna Corp. - Warrant,S,N,N,100.0,N,N
1802,KFFB,Kentucky First Federal Bancorp - Common Stock,G,N,N,100.0,N,N
1803,KFRC,"Kforce, Inc. - Common Stock",Q,N,N,100.0,N,N
1804,KGJI,Kingold Jewelry Inc. - Common Stock,S,N,N,100.0,N,N
1805,KHC,The Kraft Heinz Company - Common Stock,Q,N,N,100.0,N,N
1806,KIDS,OrthoPediatrics Corp. - Common Stock,G,N,N,100.0,N,N
1807,KIN,"Kindred Biosciences, Inc. - Common Stock",S,N,N,100.0,N,N
1808,KINS,"Kingstone Companies, Inc - Common Stock",S,N,N,100.0,N,N
1809,KIRK,"Kirkland's, Inc. - Common Stock",Q,N,D,100.0,N,N
1810,KLAC,KLA Corporation  - Common Stock,Q,N,N,100.0,N,N
1811,KLDO,"Kaleido Biosciences, Inc. - Common Stock",Q,N,N,100.0,N,N
1812,KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
1813,KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",Q,N,N,100.0,N,N
1814,KMDA,Kamada Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
1815,KMPH,"KemPharm, Inc. - Common Stock",S,N,D,100.0,N,N
1816,KNDI,"Kandi Technologies Group, Inc. - Common Stock",Q,N,N,100.0,N,N
1817,KNSA,"Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock",Q,N,N,100.0,N,N
1818,KNSL,"Kinsale Capital Group, Inc. - Common Stock",Q,N,N,100.0,N,N
1819,KOD,Kodiak Sciences Inc - Common Stock,G,N,N,100.0,N,N
1820,KOPN,Kopin Corporation - Common Stock,S,N,D,100.0,N,N
1821,KOSS,Koss Corporation - Common Stock,S,N,N,100.0,N,N
1822,KPTI,Karyopharm Therapeutics Inc. - Common Stock,Q,N,N,100.0,N,N
1823,KRKR,36Kr Holdings Inc. - American Depositary Shares,G,N,N,100.0,N,N
1824,KRMA,Global X Conscious Companies ETF,G,N,N,100.0,Y,N
1825,KRMD,"Repro Med Systems, Inc. - Common Stock",S,N,N,100.0,N,N
1826,KRNT,Kornit Digital Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
1827,KRNY,Kearny Financial - Common Stock,Q,N,N,100.0,N,N
1828,KROS,"Keros Therapeutics, Inc. - common stock",G,N,N,100.0,N,N
1829,KRTX,"Karuna Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
1830,KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",G,N,N,100.0,N,N
1831,KRYS,"Krystal Biotech, Inc. - Common Stock",G,N,N,100.0,N,N
1832,KTCC,Key Tronic Corporation - Common Stock,G,N,N,100.0,N,N
1833,KTOS,"Kratos Defense &amp; Security Solutions, Inc. - Common Stock",Q,N,N,100.0,N,N
1834,KTOV,Kitov Pharma Ltd. - American Depositary Shares,S,N,D,100.0,N,N
1835,KTOVW,Kitov Pharma Ltd. - Warrants,S,N,N,100.0,N,N
1836,KURA,"Kura Oncology, Inc. - Common Stock",Q,N,N,100.0,N,N
1837,KVHI,"KVH Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
1838,KXIN,Kaixin Auto Holdings - Ordinary Share,S,N,D,100.0,N,N
1839,KZIA,Kazia Therapeutics Limited - American Depositary Shares,S,N,N,100.0,N,N
1840,KZR,"Kezar Life Sciences, Inc. - Common Stock",Q,N,N,100.0,N,N
1841,LACQ,Leisure Acquisition Corp. - Common Stock,S,N,N,100.0,N,N
1842,LACQU,Leisure Acquisition Corp. - Unit,S,N,N,100.0,N,N
1843,LACQW,Leisure Acquisition Corp. - Warrant,S,N,N,100.0,N,N
1844,LAKE,"Lakeland Industries, Inc. - Common Stock",G,N,N,100.0,N,N
1845,LAMR,Lamar Advertising Company - Class A Common Stock,Q,N,N,100.0,N,N
1846,LANC,Lancaster Colony Corporation - Common Stock,Q,N,N,100.0,N,N
1847,LAND,Gladstone Land Corporation - Common Stock,G,N,N,100.0,N,N
1848,LANDP,Gladstone Land Corporation - 6.375% Series A Cumulative Term Preferred Stock,G,N,N,100.0,N,N
1849,LARK,Landmark Bancorp Inc. - Common Stock,G,N,N,100.0,N,N
1850,LASR,"nLIGHT, Inc. - Common Stock",Q,N,N,100.0,N,N
1851,LATN,Union Acquisition Corp. II - Ordinary Shares,S,N,N,100.0,N,N
1852,LATNU,Union Acquisition Corp. II - Units,S,N,N,100.0,N,N
1853,LATNW,Union Acquisition Corp. II - Warrant,S,N,N,100.0,N,N
1854,LAUR,"Laureate Education, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1855,LAWS,"Lawson Products, Inc. - Common Stock",Q,N,N,100.0,N,N
1856,LAZY,"Lazydays Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
1857,LBAI,"Lakeland Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
1858,LBC,Luther Burbank Corporation - Common Stock,Q,N,N,100.0,N,N
1859,LBRDA,Liberty Broadband Corporation - Class A Common Stock,Q,N,N,100.0,N,N
1860,LBRDK,Liberty Broadband Corporation - Class C Common Stock,Q,N,N,100.0,N,N
1861,LBTYA,Liberty Global plc - Class A Ordinary Shares,Q,N,N,100.0,N,N
1862,LBTYB,Liberty Global plc - Class B Ordinary Shares,Q,N,N,100.0,N,N
1863,LBTYK,Liberty Global plc - Class C Ordinary Shares,Q,N,N,100.0,N,N
1864,LCA,"Landcadia Holdings II, Inc. - Class A Common Stock",S,N,N,100.0,N,N
1865,LCAHU,"Landcadia Holdings II, Inc. - Unit",S,N,N,100.0,N,N
1866,LCAHW,"Landcadia Holdings II, Inc. - Warrant",S,N,N,100.0,N,N
1867,LCNB,LCNB Corporation - Common Stock,S,N,N,100.0,N,N
1868,LCUT,"Lifetime Brands, Inc. - Common Stock",Q,N,N,100.0,N,N
1869,LDEM,iShares ESG MSCI EM Leaders ETF,G,N,N,100.0,Y,N
1870,LDSF,First Trust Low Duration Strategic Focus ETF,G,N,N,100.0,Y,N
1871,LE,"Lands' End, Inc. - Common Stock",S,N,N,100.0,N,N
1872,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",Q,N,N,100.0,N,N
1873,LEDS,SemiLEDS Corporation - Common Stock,S,N,D,100.0,N,N
1874,LEGH,Legacy Housing Corporation - Common Stock,Q,N,N,100.0,N,N
1875,LEGR,First Trust Indxx Innovative Transaction &amp; Process ETF,G,N,N,100.0,Y,N
1876,LEVL,"Level One Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
1877,LFAC,LF Capital Acquistion Corp. - Class A Common Stock,S,N,N,100.0,N,N
1878,LFACU,LF Capital Acquistion Corp. - Unit,S,N,N,100.0,N,N
1879,LFACW,LF Capital Acquistion Corp. - Warrant,S,N,N,100.0,N,N
1880,LFUS,"Littelfuse, Inc. - Common Stock",Q,N,N,100.0,N,N
1881,LFVN,Lifevantage Corporation - Common Stock,S,N,N,100.0,N,N
1882,LGIH,"LGI Homes, Inc. - Common Stock",Q,N,N,100.0,N,N
1883,LGND,Ligand Pharmaceuticals Incorporated - Common Stock,G,N,N,100.0,N,N
1884,LHCG,LHC Group - common stock,Q,N,N,100.0,N,N
1885,LIFE,"aTyr Pharma, Inc. - Common Stock",S,N,N,100.0,N,N
1886,LILA,Liberty Latin America Ltd. - Class A Common Stock,Q,N,N,100.0,N,N
1887,LILAK,Liberty Latin America Ltd. - Class C Common Stock,Q,N,N,100.0,N,N
1888,LINC,Lincoln Educational Services Corporation - Common Stock,Q,N,N,100.0,N,N
1889,LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,S,N,N,100.0,N,N
1890,LIQT,"LiqTech International, Inc. - Common Stock",S,N,N,100.0,N,N
1891,LITE,Lumentum Holdings Inc. - Common Stock,Q,N,N,100.0,N,N
1892,LIVE,Live Ventures Incorporated - Common Stock,S,N,N,100.0,N,N
1893,LIVK,LIV Capital Acquisition Corp. - Class A Ordinary Shares,S,N,N,100.0,N,N
1894,LIVKU,LIV Capital Acquisition Corp. - Unit,S,N,N,100.0,N,N
1895,LIVKW,LIV Capital Acquisition Corp. - Warrant,S,N,N,100.0,N,N
1896,LIVN,LivaNova PLC - Ordinary Shares,Q,N,N,100.0,N,N
1897,LIVX,"LiveXLive Media, Inc. - Common Stock",S,N,N,100.0,N,N
1898,LIZI,LIZHI INC. - American Depositary Shares,G,N,N,100.0,N,N
1899,LJPC,La Jolla Pharmaceutical Company - Common Stock,S,N,N,100.0,N,N
1900,LK,Luckin Coffee Inc. - American Depositary Shares,Q,N,N,100.0,N,N
1901,LKCO,Luokung Technology Corp - Ordinary Shares,S,N,D,100.0,N,N
1902,LKFN,Lakeland Financial Corporation - Common Stock,Q,N,N,100.0,N,N
1903,LKQ,LKQ Corporation - Common Stock,Q,N,N,100.0,N,N
1904,LLIT,Lianluo Smart Limited - Class A Common Stock,S,N,D,100.0,N,N
1905,LLNW,"Limelight Networks, Inc. - Common Stock",Q,N,N,100.0,N,N
1906,LMAT,"LeMaitre Vascular, Inc. - Common Stock",G,N,N,100.0,N,N
1907,LMB,"Limbach Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
1908,LMBS,First Trust Low Duration Opportunities ETF,G,N,N,100.0,Y,N
1909,LMFA,"LM Funding America, Inc. - Common Stock",S,N,D,100.0,N,N
1910,LMFAW,"LM Funding America, Inc. - Warrant",S,N,D,100.0,N,N
1911,LMNL,Liminal BioSciences Inc. - Common Shares,G,N,N,100.0,N,N
1912,LMNR,Limoneira Co - Common Stock,Q,N,N,100.0,N,N
1913,LMNX,Luminex Corporation - Common Stock,Q,N,N,100.0,N,N
1914,LMPX,"LMP Automotive Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
1915,LMRK,Landmark Infrastructure Partners LP - Common Units,G,N,N,100.0,N,N
1916,LMRKN,Landmark Infrastructure Partners LP - Preferred Stock,G,N,N,100.0,N,N
1917,LMRKO,Landmark Infrastructure Partners LP - Preferred Units,G,N,N,100.0,N,N
1918,LMRKP,Landmark Infrastructure Partners LP - 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,G,N,N,100.0,N,N
1919,LMST,"Limestone Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
1920,LNDC,Landec Corporation - Common Stock,Q,N,N,100.0,N,N
1921,LNGR,Global X Longevity Thematic ETF,G,N,N,100.0,Y,N
1922,LNT,Alliant Energy Corporation - Common Stock,Q,N,N,100.0,N,N
1923,LNTH,"Lantheus Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
1924,LOAC,Longevity Acquisition Corporation - Ordinary Shares,S,N,N,100.0,N,N
1925,LOACR,Longevity Acquisition Corporation - Right,S,N,N,100.0,N,N
1926,LOACU,Longevity Acquisition Corporation - Units,S,N,N,100.0,N,N
1927,LOACW,Longevity Acquisition Corporation - Warrant,S,N,N,100.0,N,N
1928,LOAN,"Manhattan Bridge Capital, Inc - Common Stock",S,N,N,100.0,N,N
1929,LOB,"Live Oak Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
1930,LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
1931,LOGC,"LogicBio Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
1932,LOGI,Logitech International S.A. - Registered Shares,Q,N,N,100.0,N,N
1933,LOGM,"LogMeIn, Inc. - Common Stock",Q,N,N,100.0,N,N
1934,LONE,Lonestar Resources US Inc. - Class A Common Stock,G,N,D,100.0,N,N
1935,LOOP,"Loop Industries, Inc. - Common Stock",G,N,N,100.0,N,N
1936,LOPE,"Grand Canyon Education, Inc. - Common Stock",Q,N,N,100.0,N,N
1937,LORL,"Loral Space and Communications, Inc. - Common Stock",Q,N,N,100.0,N,N
1938,LOVE,The Lovesac Company - Common Stock,G,N,N,100.0,N,N
1939,LPCN,Lipocine Inc. - Common Stock,S,N,D,100.0,N,N
1940,LPLA,LPL Financial Holdings Inc. - Common Stock,Q,N,N,100.0,N,N
1941,LPSN,"LivePerson, Inc. - Common Stock",Q,N,N,100.0,N,N
1942,LPTH,"LightPath Technologies, Inc. - Class A Common Stock",S,N,N,100.0,N,N
1943,LPTX,"Leap Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
1944,LQDA,"Liquidia Technologies, Inc. - Common Stock",S,N,N,100.0,N,N
1945,LQDT,"Liquidity Services, Inc. - Common Stock",Q,N,N,100.0,N,N
1946,LRCX,Lam Research Corporation - Common Stock,Q,N,N,100.0,N,N
1947,LRGE,ClearBridge Large Cap Growth ESG ETF,G,N,N,100.0,Y,N
1948,LSAC,LifeSci Acquisition Corp. - Common Stock,S,N,N,100.0,N,N
1949,LSACU,LifeSci Acquisition Corp. - Unit 1 COM &amp; 1 WT,S,N,N,100.0,N,N
1950,LSACW,LifeSci Acquisition Corp. - Warrant,S,N,N,100.0,N,N
1951,LSBK,"Lake Shore Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
1952,LSCC,Lattice Semiconductor Corporation - Common Stock,Q,N,N,100.0,N,N
1953,LSTR,"Landstar System, Inc. - Common Stock",Q,N,N,100.0,N,N
1954,LSXMA,Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,Q,N,N,100.0,N,N
1955,LSXMB,Liberty Media Corporation - Series B Liberty SiriusXM Common Stock,Q,N,N,100.0,N,N
1956,LSXMK,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,Q,N,N,100.0,N,N
1957,LTBR,Lightbridge Corporation - Common Stock,S,N,N,100.0,N,N
1958,LTRPA,"Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",Q,N,N,100.0,N,N
1959,LTRPB,"Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",Q,N,N,100.0,N,N
1960,LTRX,"Lantronix, Inc. - Common Stock",S,N,N,100.0,N,N
1961,LULU,lululemon athletica inc. - Common Stock,Q,N,N,100.0,N,N
1962,LUMO,"Lumos Pharma, Inc. - Common Stock",G,N,N,100.0,N,N
1963,LUNA,Luna Innovations Incorporated - Common Stock,S,N,N,100.0,N,N
1964,LVGO,"Livongo Health, Inc. - common stock",Q,N,N,100.0,N,N
1965,LVHD,Legg Mason Low Volatility High Dividend ETF,G,N,N,100.0,Y,N
1966,LWAY,"Lifeway Foods, Inc. - Common Stock",G,N,N,100.0,N,N
1967,LX,LexinFintech Holdings Ltd. - American Depositary Shares,G,N,N,100.0,N,N
1968,LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
1969,LYFT,"Lyft, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1970,LYL,Dragon Victory International Limited - Ordinary Shares,S,N,N,100.0,N,N
1971,LYRA,"Lyra Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
1972,LYTS,LSI Industries Inc. - Common Stock,Q,N,N,100.0,N,N
1973,MACK,"Merrimack Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
1974,MAGS,Magal Security Systems Ltd. - Ordinary Shares,G,N,N,100.0,N,N
1975,MANH,"Manhattan Associates, Inc. - Common Stock",Q,N,N,100.0,N,N
1976,MANT,ManTech International Corporation - Class A Common Stock,Q,N,N,100.0,N,N
1977,MAR,Marriott International - Class A Common Stock,Q,N,N,100.0,N,N
1978,MARA,"Marathon Patent Group, Inc. - Common Stock",S,N,D,100.0,N,N
1979,MARK,"Remark Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
1980,MARPS,Marine Petroleum Trust - Units of Beneficial Interest,S,N,N,100.0,N,N
1981,MASI,Masimo Corporation - Common Stock,Q,N,N,100.0,N,N
1982,MAT,"Mattel, Inc. - Common Stock",Q,N,N,100.0,N,N
1983,MATW,Matthews International Corporation - Class A Common Stock,Q,N,N,100.0,N,N
1984,MAYS,"J. W. Mays, Inc. - Common Stock",S,N,N,100.0,N,N
1985,MBB,iShares MBS ETF,G,N,N,100.0,Y,N
1986,MBCN,Middlefield Banc Corp. - Common Stock,S,N,N,100.0,N,N
1987,MBII,"Marrone Bio Innovations, Inc. - Common Stock",S,N,D,100.0,N,N
1988,MBIN,Merchants Bancorp - Common Stock,S,N,N,100.0,N,N
1989,MBINO,Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,S,N,N,100.0,N,N
1990,MBINP,Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,S,N,N,100.0,N,N
1991,MBIO,"Mustang Bio, Inc. - Common Stock",G,N,N,100.0,N,N
1992,MBNKP,"Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",S,N,N,100.0,N,N
1993,MBOT,Microbot Medical Inc.  - Common Stock,S,N,N,100.0,N,N
1994,MBRX,"Moleculin Biotech, Inc. - Common Stock",S,N,N,100.0,N,N
1995,MBSD,FlexShares Disciplined Duration MBS Index Fund,G,N,N,100.0,Y,N
1996,MBUU,"Malibu Boats, Inc. - Common Stock",G,N,N,100.0,N,N
1997,MBWM,Mercantile Bank Corporation - Common Stock,Q,N,N,100.0,N,N
1998,MCBC,Macatawa Bank Corporation - Common Stock,Q,N,N,100.0,N,N
1999,MCBS,"MetroCity Bankshares, Inc. - Common Stock",Q,N,N,100.0,N,N
2000,MCEF,First Trust Municipal CEF Income Opportunity ETF,G,N,N,100.0,Y,N
2001,MCEP,"Mid-Con Energy Partners, LP - Common Units",S,N,N,100.0,N,N
2002,MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
2003,MCHI,iShares MSCI China ETF,G,N,N,100.0,Y,N
2004,MCHP,Microchip Technology Incorporated - Common Stock,Q,N,N,100.0,N,N
2005,MCHX,"Marchex, Inc. - Class B Common Stock",Q,N,N,100.0,N,N
2006,MCMJ,Merida Merger Corp. I - Common Stock,S,N,N,100.0,N,N
2007,MCMJW,Merida Merger Corp. I - Warrant,S,N,N,100.0,N,N
2008,MCRB,"Seres Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
2009,MCRI,"Monarch Casino &amp; Resort, Inc. - Common Stock",Q,N,N,100.0,N,N
2010,MDB,"MongoDB, Inc. - Class A Common Stock",G,N,N,100.0,N,N
2011,MDCA,MDC Partners Inc. - Class A Subordinate Voting Shares,Q,N,N,100.0,N,N
2012,MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
2013,MDGS,Medigus Ltd. - American Depositary Shares,S,N,N,100.0,N,N
2014,MDGSW,Medigus Ltd. - Series C Warrant,S,N,N,100.0,N,N
2015,MDIA,Mediaco Holding Inc. - Class A Common Stock,S,N,N,100.0,N,N
2016,MDIV,First Trust Multi-Asset Diversified Income Index Fund,G,N,N,100.0,Y,N
2017,MDJH,MDJM LTD - Ordinary Shares,S,N,N,100.0,N,N
2018,MDLZ,"Mondelez International, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
2019,MDRR,"Medalist Diversified REIT, Inc. - Common Stock",S,N,N,100.0,N,N
2020,MDRRP,"Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock",S,N,N,100.0,N,N
2021,MDRX,"Allscripts Healthcare Solutions, Inc. - common stock",Q,N,N,100.0,N,N
2022,MDWD,MediWound Ltd. - Ordinary Shares,G,N,N,100.0,N,N
2023,MEDP,"Medpace Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
2024,MEDS,"Trxade Group, Inc. - Common Stock",S,N,N,100.0,N,N
2025,MEET,"The Meet Group, Inc. - Common Stock",S,N,N,100.0,N,N
2026,MEIP,"MEI Pharma, Inc. - Common Stock",S,N,N,100.0,N,N
2027,MELI,"MercadoLibre, Inc. - Common Stock",Q,N,N,100.0,N,N
2028,MEOH,Methanex Corporation - Common Stock,Q,N,N,100.0,N,N
2029,MERC,Mercer International Inc. - Common Stock,Q,N,N,100.0,N,N
2030,MESA,"Mesa Air Group, Inc. - Common Stock",Q,N,N,100.0,N,N
2031,MESO,Mesoblast Limited - American Depositary Shares,Q,N,N,100.0,N,N
2032,METC,"Ramaco Resources, Inc. - Common Stock",Q,N,N,100.0,N,N
2033,METX,Meten EdtechX Education Group Ltd. - Ordinary Shares,S,N,N,100.0,N,N
2034,MFH,JMU Limited - American Depositary Shares,S,N,D,100.0,N,N
2035,MFIN,Medallion Financial Corp. - Common Stock,Q,N,N,100.0,N,N
2036,MFINL,Medallion Financial Corp. - 9.000% Notes due 2021,Q,N,N,100.0,N,N
2037,MFNC,Mackinac Financial Corporation - Common Stock,S,N,N,100.0,N,N
2038,MGEE,MGE Energy Inc. - Common Stock,Q,N,N,100.0,N,N
2039,MGEN,"Miragen Therapeutics, Inc. - Common Stock",S,N,D,100.0,N,N
2040,MGI,"Moneygram International, Inc. - Common Stock",Q,N,N,100.0,N,N
2041,MGIC,Magic Software Enterprises Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
2042,MGLN,"Magellan Health, Inc. - Common Stock",Q,N,N,100.0,N,N
2043,MGNX,"MacroGenics, Inc. - Common Stock",Q,N,N,100.0,N,N
2044,MGPI,"MGP Ingredients, Inc. - Common Stock",Q,N,N,100.0,N,N
2045,MGRC,McGrath RentCorp - Common Stock,Q,N,N,100.0,N,N
2046,MGTA,"Magenta Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
2047,MGTX,MeiraGTx Holdings plc - Ordinary Shares,Q,N,N,100.0,N,N
2048,MGYR,"Magyar Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
2049,MHLD,"Maiden Holdings, Ltd. - Common Stock",S,N,D,100.0,N,N
2050,MICT,"MICT, Inc. - Common Stock",S,N,N,100.0,N,N
2051,MIDD,The Middleby Corporation - Common Stock,Q,N,N,100.0,N,N
2052,MIK,"The Michaels Companies, Inc. - Common Stock",Q,N,N,100.0,N,N
2053,MILN,Global X Millennials Thematic ETF,G,N,N,100.0,Y,N
2054,MIME,Mimecast Limited - Ordinary Shares,Q,N,N,100.0,N,N
2055,MIND,"Mitcham Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
2056,MINDP,"Mitcham Industries, Inc. - Series A 9.00% Series A Cumulative Preferred Stock",Q,N,N,100.0,N,N
2057,MINI,"Mobile Mini, Inc. - Common Stock",Q,N,N,100.0,N,N
2058,MIRM,"Mirum Pharmaceuticals, Inc. - common stock",G,N,N,100.0,N,N
2059,MIST,Milestone Pharmaceuticals Inc. - Common Shares,Q,N,N,100.0,N,N
2060,MITK,"Mitek Systems, Inc. - Common Stock",S,N,N,100.0,N,N
2061,MITO,Stealth BioTherapeutics Corp. - American Depositary Shares,G,N,N,100.0,N,N
2062,MJCO,Majesco - Common Stock,G,N,N,100.0,N,N
2063,MKD,Molecular Data Inc. - ADS,S,N,N,100.0,N,N
2064,MKGI,"Monaker Group, Inc. - Common Stock",S,N,N,100.0,N,N
2065,MKSI,"MKS Instruments, Inc. - Common Stock",Q,N,N,100.0,N,N
2066,MKTX,"MarketAxess Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
2067,MLAB,"Mesa Laboratories, Inc. - Common Stock",Q,N,N,100.0,N,N
2068,MLCO,Melco Resorts &amp; Entertainment Limited - American Depositary Shares ,Q,N,N,100.0,N,N
2069,MLHR,"Herman Miller, Inc. - Common Stock",Q,N,N,100.0,N,N
2070,MLND,"Millendo Therapeutics, Inc.  - Common Stock",S,N,N,100.0,N,N
2071,MLVF,"Malvern Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
2072,MMAC,"MMA Capital Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
2073,MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,N,N,100.0,N,N
2074,MMSI,"Merit Medical Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
2075,MMYT,MakeMyTrip Limited - Ordinary Shares,Q,N,N,100.0,N,N
2076,MNCL,Monocle Acquisition Corporation - Common Stock,S,N,N,100.0,N,N
2077,MNCLU,Monocle Acquisition Corporation - Units,S,N,N,100.0,N,N
2078,MNCLW,Monocle Acquisition Corporation - Warrants,S,N,N,100.0,N,N
2079,MNDO,MIND C.T.I. Ltd. - Ordinary Shares,G,N,N,100.0,N,N
2080,MNKD,MannKind Corporation - Common Stock,G,N,N,100.0,N,N
2081,MNLO,Menlo Therapeutics Inc. - Common Stock,Q,N,N,100.0,N,N
2082,MNOV,"MediciNova, Inc. - Common Stock",G,N,N,100.0,N,N
2083,MNPR,Monopar Therapeutics Inc. - Common Stock,S,N,N,100.0,N,N
2084,MNRO,"Monro, Inc.  - Common Stock",Q,N,N,100.0,N,N
2085,MNSB,"MainStreet Bancshares, Inc. - Common Stock",S,N,N,100.0,N,N
2086,MNST,Monster Beverage Corporation - Common Stock,Q,N,N,100.0,N,N
2087,MNTA,"Momenta Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
2088,MNTX,"Manitex International, Inc. - common stock",S,N,N,100.0,N,N
2089,MOBL,"MobileIron, Inc. - Common Stock",Q,N,N,100.0,N,N
2090,MOFG,"MidWestOne Financial Group, Inc. - Common Stock",Q,N,N,100.0,N,N
2091,MOGO,Mogo Inc. - Common Shares,S,N,N,100.0,N,N
2092,MOHO,ECMOHO Limited - American Depositary Shares,G,N,N,100.0,N,N
2093,MOMO,Momo Inc. - American Depositary Shares,Q,N,N,100.0,N,N
2094,MOR,MorphoSys AG - American Depositary Shares,Q,N,N,100.0,N,N
2095,MORF,"Morphic Holding, Inc. - Common Stock",G,N,N,100.0,N,N
2096,MORN,"Morningstar, Inc. - Common Stock",Q,N,N,100.0,N,N
2097,MOSY,"MoSys, Inc. - Common Stock",S,N,N,100.0,N,N
2098,MOTS,"Motus GI Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
2099,MOXC,"Moxian, Inc. - Common Stock",S,N,D,100.0,N,N
2100,MPAA,"Motorcar Parts of America, Inc. - Common Stock",Q,N,N,100.0,N,N
2101,MPB,Mid Penn Bancorp - Common Stock,G,N,N,100.0,N,N
2102,MPWR,"Monolithic Power Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
2103,MRAM,"Everspin Technologies, Inc. - Common Stock",G,N,N,100.0,N,N
2104,MRBK,Meridian Corporation - Common Stock,Q,N,N,100.0,N,N
2105,MRCC,Monroe Capital Corporation - Common Stock,Q,N,N,100.0,N,N
2106,MRCCL,Monroe Capital Corporation - 5.75% Notes due 2023,Q,N,N,100.0,N,N
2107,MRCY,Mercury Systems Inc - Common Stock,Q,N,N,100.0,N,N
2108,MREO,Mereo BioPharma Group plc - American Depositary Shares,G,N,N,100.0,N,N
2109,MRIN,Marin Software Incorporated - Common Stock,G,N,N,100.0,N,N
2110,MRKR,"Marker Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
2111,MRLN,Marlin Business Services Corp. - Common Stock,Q,N,N,100.0,N,N
2112,MRNA,"Moderna, Inc. - Common Stock",Q,N,N,100.0,N,N
2113,MRNS,"Marinus Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
2114,MRSN,"Mersana Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
